Year,State,District,AvgSyllabicCount,In-migrants
1992 - 1996,Haryana,Jind,2.526919742187226,85120
1992 - 1996,Haryana,Kaithal,2.285743814913547,55579
1992 - 1996,Haryana,Karnal,2.3989368081792484,92112
1992 - 1996,Haryana,Kurukshetra,2.325004490773124,60063
1992 - 1996,Haryana,Mahendragarh,2.176170678550509,43785
1992 - 1996,Haryana,Panchkula,2.6099493315685067,104309
1992 - 1996,Haryana,Panipat,2.5972953821015654,113381
1992 - 1996,Haryana,Rewari,2.116970060566131,60978
1992 - 1996,Haryana,Rohtak,2.420500045522698,77559
1992 - 1996,Haryana,Sirsa,2.398539706346472,99683
1992 - 1996,Haryana,Sonipat,2.509080909226184,84107
1992 - 1996,Haryana,Yamunanagar,2.2940975901767393,59538
1992 - 1996,Himachal Pradesh,Bilaspur,2.0610649188531167,16525
1992 - 1996,Himachal Pradesh,Chamba,1.9642886891173708,26198
1992 - 1996,Himachal Pradesh,Hamirpur,2.0688016245682066,25695
1992 - 1996,Himachal Pradesh,Kangra,2.318421014821796,108666
1992 - 1996,Himachal Pradesh,Kinnaur,2.108608942851255,12778
1992 - 1996,Himachal Pradesh,Kullu,1.9661692621219156,23541
1992 - 1996,Himachal Pradesh,Lahaul And Spiti,2.200194494761504,3918
1992 - 1996,Himachal Pradesh,Mandi,1.9543465731238183,50937
1992 - 1996,Himachal Pradesh,Shimla,2.078835331031852,68920
1992 - 1996,Himachal Pradesh,Sirmaur,2.135365157116847,29282
1992 - 1996,Himachal Pradesh,Solan,2.174676969790527,68653
1992 - 1996,Himachal Pradesh,Una,2.195567519768685,44269
1992 - 1996,Madhya Pradesh,Balaghat,2.5970274124539374,89838
1992 - 1996,Madhya Pradesh,Barwani,2.0921911444566867,67351
1992 - 1996,Madhya Pradesh,Betul,2.207810154876109,73939
1992 - 1996,Madhya Pradesh,Bhind,2.1405535051375795,61848
1992 - 1996,Madhya Pradesh,Bhopal,2.530295998714596,152960
1992 - 1996,Madhya Pradesh,Chhatarpur,2.264145784860088,66495
1992 - 1996,Madhya Pradesh,Chhindwara,2.446990726484314,106769
1992 - 1996,Madhya Pradesh,Damoh,2.2199894359259256,58564
1992 - 1996,Madhya Pradesh,Datia,2.159227806000932,21610
1992 - 1996,Madhya Pradesh,Dewas,2.5788268334656563,85105
1992 - 1996,Madhya Pradesh,Dhar,2.6983954152543688,112955
1992 - 1996,Madhya Pradesh,Dindori,2.206104694574472,22815
1992 - 1996,Madhya Pradesh,Guna,2.5626233571600214,78737
1992 - 1996,Madhya Pradesh,Gwalior,2.4852357612817313,109897
1992 - 1996,Madhya Pradesh,Harda,2.1869314002809563,40919
1992 - 1996,Madhya Pradesh,Hoshangabad,2.5718315297018965,92354
1992 - 1996,Madhya Pradesh,Indore,2.4348945492874616,192365
1992 - 1996,Madhya Pradesh,Jabalpur,2.546044642485455,136718
1992 - 1996,Madhya Pradesh,Jhabua,1.9218161964386464,60845
1992 - 1996,Madhya Pradesh,Katni,2.0830254315819423,53969
1992 - 1996,Madhya Pradesh,Khandwa,2.6952060539820564,134281
1992 - 1996,Madhya Pradesh,Khargone,2.5856038400548167,140262
1992 - 1996,Madhya Pradesh,Mandla,2.150385287739951,61890
1992 - 1996,Madhya Pradesh,Mandsaur,2.3622796381579083,96526
1992 - 1996,Madhya Pradesh,Morena,2.098435503255877,71959
1992 - 1996,Madhya Pradesh,Narsinghpur,2.1650285674720418,61392
1992 - 1996,Madhya Pradesh,Neemuch,2.1685102677799497,43487
1992 - 1996,Madhya Pradesh,Panna,2.1524186627940525,33523
1992 - 1996,Madhya Pradesh,Raisen,2.1501951707929443,60444
1992 - 1996,Madhya Pradesh,Rajgarh,2.1405229465597366,51116
1992 - 1996,Madhya Pradesh,Ratlam,2.1340558898404014,68773
1992 - 1996,Madhya Pradesh,Rewa,2.189880433311115,72305
1992 - 1996,Madhya Pradesh,Sagar,2.5756528789248705,112839
1992 - 1996,Madhya Pradesh,Satna,2.3012317434320697,77651
1992 - 1996,Madhya Pradesh,Sehore,2.1747474610271884,52172
1992 - 1996,Madhya Pradesh,Seoni,2.215523432857533,68420
1992 - 1996,Madhya Pradesh,Shahdol,2.504134244541789,103694
1992 - 1996,Madhya Pradesh,Shajapur,2.399118201573716,75847
1992 - 1996,Madhya Pradesh,Sheopur,2.2359114940327998,26755
1992 - 1996,Madhya Pradesh,Shivpuri,2.189120724927404,52978
1992 - 1996,Madhya Pradesh,Sidhi,2.459449673377868,103651
1992 - 1996,Madhya Pradesh,Tikamgarh,2.267718005528987,47194
1992 - 1996,Madhya Pradesh,Ujjain,2.44739070425432,89914
1992 - 1996,Madhya Pradesh,Umaria,2.1368665681346948,32888
1992 - 1996,Madhya Pradesh,Vidisha,2.1766973044922464,64318
1992 - 1996,Manipur,Bishnupur,2.5247076474,1454
1992 - 1996,Manipur,Chandel,2.5420928930000004,2811
1992 - 1996,Manipur,Churachandpur,2.7324913662,3471
1992 - 1996,Manipur,Imphal East,2.5683165272,6704
1992 - 1996,Manipur,Imphal West,2.557275263,8099
1992 - 1996,Manipur,Senapati,2.381690988,3091
1992 - 1996,Manipur,Tamenglong,3.0814883336000003,656
1992 - 1996,Manipur,Thoubal,2.4494162862,2539
1992 - 1996,Manipur,Ukhrul,2.5912064353999997,591
1992 - 1996,Meghalaya,East Garo Hills,2.3821173146276866,1073
1992 - 1996,Meghalaya,East Khasi Hills,2.771311457309245,16233
1992 - 1996,Meghalaya,Ri Bhoi,2.62365209396536,2856
1992 - 1996,Meghalaya,South Garo Hills,2.3865414007894974,1383
1992 - 1996,Meghalaya,West Garo Hills,2.4371461401142147,13176
1992 - 1996,Meghalaya,West Jaintia Hills,2.620414983829385,6327
1992 - 1996,Meghalaya,West Khasi Hills,2.8766445419334143,3933
1992 - 1996,Mizoram,Aizawl,3.4599940362,24214
1992 - 1996,Mizoram,Champhai,3.746537264,7153
1992 - 1996,Mizoram,Kolasib,3.4873579338,5974
1992 - 1996,Mizoram,Lawngtlai,2.8988326438,3591
1992 - 1996,Mizoram,Lunglei,3.3268575772,12364
1992 - 1996,Mizoram,Mamit,3.301733108,3804
1992 - 1996,Mizoram,Saiha,3.0154770486,1972
1992 - 1996,Mizoram,Serchhip,3.6881053176,1883
1992 - 1996,Nagaland,Dimapur,2.8626386748326293,18719
1992 - 1996,Nagaland,Kohima,3.101733406754414,21765
1992 - 1996,Nagaland,Mokokchung,3.5906290221938884,2685
1992 - 1996,Nagaland,Mon,1.9359638762215612,2816
1992 - 1996,Nagaland,Phek,2.928460195822129,3946
1992 - 1996,Nagaland,Tuensang,2.5239819958328185,1841
1992 - 1996,Nagaland,Wokha,2.8695289377721407,2959
1992 - 1996,Nagaland,Zunheboto,2.934665370698464,907
1992 - 1996,Puducherry,Karaikal,3.1437569144,23596
1992 - 1996,Puducherry,Mahe,2.4252213244,3295
1992 - 1996,Puducherry,Puducherry,3.2259712524,93649
1992 - 1996,Puducherry,Yanam,3.0164472401999998,4921
1992 - 1996,Uttar Pradesh,Agra,2.545407583516446,79548
1992 - 1996,Uttar Pradesh,Aligarh,2.5159662918113086,84962
1992 - 1996,Uttar Pradesh,Allahabad,2.453043006256858,109769
1992 - 1996,Uttar Pradesh,Auraiyya,2.138375225856415,36468
1992 - 1996,Uttar Pradesh,Badaun,2.3054853344134343,88365
1992 - 1996,Uttar Pradesh,Bagpat,2.1601336979770176,36784
1992 - 1996,Uttar Pradesh,Banda,2.371314087020536,57325
1992 - 1996,Uttar Pradesh,Barabanki,2.233242958937772,63664
1992 - 1996,Uttar Pradesh,Bareilly,2.3900727846062444,113950
1992 - 1996,Uttar Pradesh,Bijnor,2.658429270051413,108512
1992 - 1996,Uttar Pradesh,Bulandshahr,2.2397981636104447,66599
1992 - 1996,Uttar Pradesh,Chitrakoot,2.3455112983100768,25892
1992 - 1996,Uttar Pradesh,Etah,2.322049037129303,80292
1992 - 1996,Uttar Pradesh,Etawah,2.1516600913086807,40935
1992 - 1996,Uttar Pradesh,Faizabad,2.363086947817944,65915
1992 - 1996,Uttar Pradesh,Farrukhabad,2.2713817040038813,41502
1992 - 1996,Uttar Pradesh,Fatehpur,2.2697567552093987,57597
1992 - 1996,Uttar Pradesh,Firozabad,2.2138461852179643,62377
1992 - 1996,Uttar Pradesh,Gautam Buddh Nagar,2.6297863897239186,149812
1992 - 1996,Uttar Pradesh,Ghaziabad,2.609825108987306,119742
1992 - 1996,Uttar Pradesh,Hamirpur,2.272884690351292,37018
1992 - 1996,Uttar Pradesh,Hardoi,2.6690685928714313,102976
1992 - 1996,Uttar Pradesh,Hathras,2.157747561382705,33869
1992 - 1996,Uttar Pradesh,Jalaun,2.191648002715982,39616
1992 - 1996,Uttar Pradesh,Jhansi,2.250101837011706,65226
1992 - 1996,Uttar Pradesh,Kannauj,2.2634888086755782,33262
1992 - 1996,Uttar Pradesh,Kanpur Rural,2.1642146742756125,46907
1992 - 1996,Uttar Pradesh,Kanpur Urban,2.475324390501313,94640
1992 - 1996,Uttar Pradesh,Kaushambi,2.2327728718662807,23185
1992 - 1996,Uttar Pradesh,Kheri,2.2838148592176535,58013
1992 - 1996,Uttar Pradesh,Lalitpur,2.4252345554278625,33334
1992 - 1996,Uttar Pradesh,Lucknow,2.484810694246305,171767
1992 - 1996,Uttar Pradesh,Mahoba,2.344516378262688,26840
1992 - 1996,Uttar Pradesh,Mainpuri,2.1935990295333765,47651
1992 - 1996,Uttar Pradesh,Mathura,2.2973141219180677,83637
1992 - 1996,Uttar Pradesh,Mau,2.103236071320059,42750
1992 - 1996,Uttar Pradesh,Meerut,2.695748335348945,101182
1992 - 1996,Uttar Pradesh,Moradabad,2.460925404467094,105607
1992 - 1996,Uttar Pradesh,Muzaffarnagar,2.319269377387871,129445
1992 - 1996,Uttar Pradesh,Pilibhit,2.2800411524840523,51754
1992 - 1996,Uttar Pradesh,Pratapgarh,2.186396754426714,64343
1992 - 1996,Uttar Pradesh,Rae Bareli,2.449168499007101,75166
1992 - 1996,Uttar Pradesh,Rampur,2.34945494201946,60532
1992 - 1996,Uttar Pradesh,Saharanpur,2.4142169791398125,102773
1992 - 1996,Uttar Pradesh,Shahjahanpur,2.3370118584142467,77482
1992 - 1996,Uttar Pradesh,Sitapur,2.500399072643942,103821
1992 - 1996,Uttar Pradesh,Sultanpur,2.3343940036134034,103005
1992 - 1996,Uttar Pradesh,Unnao,2.590782863574765,82300
1992 - 1996,Uttarakhand,Bageshwar,1.8840209112000001,12819
1992 - 1996,Uttarakhand,Chamoli,1.8875693936,40322
1992 - 1996,Uttarakhand,Dehradun,2.501513018427186,118800
1992 - 1996,Uttarakhand,Haridwar,2.0891076346,66374
1992 - 1996,Uttarakhand,Nainital,2.466483487033772,90597
1992 - 1996,Uttarakhand,Pauri Garhwal,2.0406158084,41960
1992 - 1996,Uttarakhand,Udham Singh Nagar,2.4147046087635053,87365
1992 - 1996,Uttarakhand,Uttarkashi,2.1576470926000004,21964
1997 - 2000,Andhra Pradesh,Anantapur,2.8488196529821943,236641
1997 - 2000,Andhra Pradesh,Chittoor,3.0432097358821393,286762
1997 - 2000,Andhra Pradesh,East Godavari,3.2565119540618688,400129
1997 - 2000,Andhra Pradesh,Guntur,3.2146464236955854,310316
1997 - 2000,Andhra Pradesh,Kadapa,2.7022792745000004,180068
1997 - 2000,Andhra Pradesh,Krishna,2.9617746384520127,395544
1997 - 2000,Andhra Pradesh,Kurnool,2.70482796875,191455
1997 - 2000,Andhra Pradesh,Nellore,2.962551907205715,239927
1997 - 2000,Andhra Pradesh,Prakasam,2.8519212249280126,220070
1997 - 2000,Andhra Pradesh,Srikakulam,2.900120335,164126
1997 - 2000,Andhra Pradesh,Visakhapatnam,3.167732645378588,298522
1997 - 2000,Andhra Pradesh,Vizianagaram,2.8452507330000003,153665
1997 - 2000,Andhra Pradesh,West Godavari,3.220571182513319,350784
1997 - 2000,Arunachal Pradesh,Changlang,2.125653899,21176
1997 - 2000,Arunachal Pradesh,Dibang Valley,2.1487805285674466,18365
1997 - 2000,Arunachal Pradesh,East Kameng,1.87558294625,6146
1997 - 2000,Arunachal Pradesh,East Siang,2.0386123865,14022
1997 - 2000,Arunachal Pradesh,Lohit,2.36219502125,35711
1997 - 2000,Arunachal Pradesh,Lower Subansiri,1.795215994,7565
1997 - 2000,Arunachal Pradesh,Papum Pare,1.92323482425,32011
1997 - 2000,Arunachal Pradesh,Tawang,1.904368796235118,4106
1997 - 2000,Arunachal Pradesh,Tirap,1.954029972557598,15674
1997 - 2000,Arunachal Pradesh,Upper Siang,1.94480972375,8460
1997 - 2000,Arunachal Pradesh,Upper Subansiri,1.8861888127500002,9130
1997 - 2000,Arunachal Pradesh,West Kameng,1.91101977525,19069
1997 - 2000,Arunachal Pradesh,West Siang,1.84221930125,13354
1997 - 2000,Chandigarh,Chandigarh,2.624120368565506,192332
1997 - 2000,Dadra And Nagar Haveli,Dadra And Nagar Haveli,2.2779866569860823,33712
1997 - 2000,Daman And Diu,Daman,2.219740538593663,27577
1997 - 2000,Daman And Diu,Diu,2.2971558484700045,3281
1997 - 2000,Goa,North Goa,2.450210225245282,133765
1997 - 2000,Goa,South Goa,2.411764029078918,92495
1997 - 2000,Haryana,Ambala,2.6615040617912165,112067
1997 - 2000,Haryana,Bhiwani,2.393792032312644,84749
1997 - 2000,Haryana,Faridabad,2.9252368565241795,269459
1997 - 2000,Haryana,Fatehabad,2.3356401103171835,58398
1997 - 2000,Haryana,Gurgaon,3.1051585254199523,224438
1997 - 2000,Haryana,Hisar,2.539370238193149,129557
1997 - 2000,Haryana,Jhajjar,2.297983134189982,90089
1997 - 2000,Haryana,Jind,2.350381492991707,81057
1997 - 2000,Haryana,Kaithal,2.3445815247955366,52586
1997 - 2000,Haryana,Karnal,2.488866507311087,91412
1997 - 2000,Haryana,Kurukshetra,2.4059461729900136,55161
1997 - 2000,Haryana,Mahendragarh,2.2328573763414226,40589
1997 - 2000,Haryana,Panchkula,2.348888198296667,99176
1997 - 2000,Haryana,Panipat,2.533973300336479,119929
1997 - 2000,Haryana,Rewari,2.156267084350426,63602
1997 - 2000,Haryana,Rohtak,2.1155376822154484,69949
1997 - 2000,Haryana,Sirsa,2.3750313446992473,89975
1997 - 2000,Haryana,Sonipat,2.541908056462499,95782
1997 - 2000,Haryana,Yamunanagar,2.3793286766734916,63962
1997 - 2000,Himachal Pradesh,Bilaspur,2.087302710261034,20731
1997 - 2000,Himachal Pradesh,Chamba,1.9935898300464112,32544
1997 - 2000,Himachal Pradesh,Hamirpur,2.1001777714899648,31729
1997 - 2000,Himachal Pradesh,Kangra,2.7269298645091795,105385
1997 - 2000,Himachal Pradesh,Kinnaur,2.0905292466985483,11508
1997 - 2000,Himachal Pradesh,Kullu,1.994298269503722,27229
1997 - 2000,Himachal Pradesh,Lahaul And Spiti,2.2207350438895634,3692
1997 - 2000,Himachal Pradesh,Mandi,2.049136234982154,65494
1997 - 2000,Himachal Pradesh,Shimla,2.079573077588793,73368
1997 - 2000,Himachal Pradesh,Sirmaur,2.1532649247025715,44615
1997 - 2000,Himachal Pradesh,Solan,2.2050709084645934,68320
1997 - 2000,Himachal Pradesh,Una,2.2138670289138167,39998
1997 - 2000,Madhya Pradesh,Balaghat,2.471717885463687,91212
1997 - 2000,Madhya Pradesh,Barwani,2.413653488360975,77750
1997 - 2000,Madhya Pradesh,Betul,2.414993170685439,78080
1997 - 2000,Madhya Pradesh,Bhind,2.05615519731359,59993
1997 - 2000,Madhya Pradesh,Bhopal,2.5785465681003905,159554
1997 - 2000,Madhya Pradesh,Chhatarpur,2.0458118340655096,58838
1997 - 2000,Madhya Pradesh,Chhindwara,2.675159002146229,104618
1997 - 2000,Madhya Pradesh,Damoh,2.0923046286552687,57231
1997 - 2000,Madhya Pradesh,Datia,2.078378173285629,20048
1997 - 2000,Madhya Pradesh,Dewas,2.492466219077168,76912
1997 - 2000,Madhya Pradesh,Dhar,2.4254501639687547,108264
1997 - 2000,Madhya Pradesh,Dindori,2.2052597723087755,25365
1997 - 2000,Madhya Pradesh,Guna,2.409967226487098,76555
1997 - 2000,Madhya Pradesh,Gwalior,2.619631655164311,120787
1997 - 2000,Madhya Pradesh,Harda,2.1809554185348583,48070
1997 - 2000,Madhya Pradesh,Hoshangabad,2.3546552149971323,85812
1997 - 2000,Madhya Pradesh,Indore,2.937415663569168,220619
1997 - 2000,Madhya Pradesh,Jabalpur,2.4403410977814057,121511
1997 - 2000,Madhya Pradesh,Jhabua,1.9201725328275312,65073
1997 - 2000,Madhya Pradesh,Katni,2.0671176179447013,53885
1997 - 2000,Madhya Pradesh,Khandwa,2.4604395399869343,134872
1997 - 2000,Madhya Pradesh,Khargone,2.35956877451855,142836
1997 - 2000,Madhya Pradesh,Mandla,2.1234581658575618,61267
1997 - 2000,Madhya Pradesh,Mandsaur,2.398872424006189,83490
1997 - 2000,Madhya Pradesh,Morena,2.1122661805638097,62267
1997 - 2000,Madhya Pradesh,Narsinghpur,2.177458909736666,62030
1997 - 2000,Madhya Pradesh,Neemuch,2.148969624045982,51850
1997 - 2000,Madhya Pradesh,Panna,2.0585924100933872,29791
1997 - 2000,Madhya Pradesh,Raisen,2.0900831365052936,61164
1997 - 2000,Madhya Pradesh,Rajgarh,2.155605527326097,50875
1997 - 2000,Madhya Pradesh,Ratlam,2.065048332873918,67021
1997 - 2000,Madhya Pradesh,Rewa,2.5545428173075804,81092
1997 - 2000,Madhya Pradesh,Sagar,2.3494121474702676,110369
1997 - 2000,Madhya Pradesh,Satna,2.5356258331340067,97174
1997 - 2000,Madhya Pradesh,Sehore,2.02987196688359,55107
1997 - 2000,Madhya Pradesh,Seoni,2.211901016721281,71981
1997 - 2000,Madhya Pradesh,Shahdol,2.4703019251796783,84534
1997 - 2000,Madhya Pradesh,Shajapur,2.1793054309461564,70459
1997 - 2000,Madhya Pradesh,Sheopur,2.2363900679832502,26784
1997 - 2000,Madhya Pradesh,Shivpuri,2.0889758299113965,63135
1997 - 2000,Madhya Pradesh,Sidhi,2.3705993736688167,116765
1997 - 2000,Madhya Pradesh,Tikamgarh,2.211433181347412,52480
1997 - 2000,Madhya Pradesh,Ujjain,2.636915226643003,115098
1997 - 2000,Madhya Pradesh,Umaria,2.0640933179788505,29021
1997 - 2000,Madhya Pradesh,Vidisha,2.065004706990836,71256
1997 - 2000,Manipur,Bishnupur,2.5468383919999997,1529
1997 - 2000,Manipur,Chandel,2.60171974575,1507
1997 - 2000,Manipur,Churachandpur,2.74538633275,3036
1997 - 2000,Manipur,Imphal East,2.62220986675,7599
1997 - 2000,Manipur,Imphal West,2.59723900975,10809
1997 - 2000,Manipur,Senapati,2.47030743025,2958
1997 - 2000,Manipur,Tamenglong,3.13947958625,680
1997 - 2000,Manipur,Thoubal,2.4819528795,2141
1997 - 2000,Manipur,Ukhrul,2.5605435455000003,650
1997 - 2000,Meghalaya,East Garo Hills,2.3785872264828045,1018
1997 - 2000,Meghalaya,East Khasi Hills,2.826747701669372,23880
1997 - 2000,Meghalaya,Ri Bhoi,2.688028019894425,3551
1997 - 2000,Meghalaya,South Garo Hills,2.3923357848858,1580
1997 - 2000,Meghalaya,West Garo Hills,2.4517789554989053,13263
1997 - 2000,Meghalaya,West Jaintia Hills,2.736473984853487,7368
1997 - 2000,Meghalaya,West Khasi Hills,2.9423306954899893,3971
1997 - 2000,Mizoram,Aizawl,3.4987710734999995,25325
1997 - 2000,Mizoram,Champhai,3.75124814525,9125
1997 - 2000,Mizoram,Kolasib,3.4750560685000003,7129
1997 - 2000,Mizoram,Lawngtlai,2.7308166500000004,3690
1997 - 2000,Mizoram,Lunglei,3.1641379327499997,14931
1997 - 2000,Mizoram,Mamit,3.4316698845000007,5190
1997 - 2000,Mizoram,Saiha,2.9882454385000004,2802
1997 - 2000,Mizoram,Serchhip,3.64515008425,2910
1997 - 2000,Nagaland,Dimapur,2.890815926029485,19821
1997 - 2000,Nagaland,Kohima,3.1930599377238797,22098
1997 - 2000,Nagaland,Mokokchung,3.5920905322176204,2477
1997 - 2000,Nagaland,Mon,1.9239415011312884,2698
1997 - 2000,Nagaland,Phek,2.877712082445029,4631
1997 - 2000,Nagaland,Tuensang,2.6007165452733654,2061
1997 - 2000,Nagaland,Wokha,2.8928053531160827,3036
1997 - 2000,Nagaland,Zunheboto,2.9090879943440715,825
1997 - 2000,Puducherry,Karaikal,3.036047556,25580
1997 - 2000,Puducherry,Mahe,2.4909881945000003,3620
1997 - 2000,Puducherry,Puducherry,3.175061677,105493
1997 - 2000,Puducherry,Yanam,3.0101791387500003,5060
1997 - 2000,Uttar Pradesh,Agra,2.525463162957264,85716
1997 - 2000,Uttar Pradesh,Aligarh,2.4542184366989126,81740
1997 - 2000,Uttar Pradesh,Allahabad,2.5076391309365587,114484
1997 - 2000,Uttar Pradesh,Auraiyya,2.1463092887372754,37377
1997 - 2000,Uttar Pradesh,Badaun,2.528534961846492,79842
1997 - 2000,Uttar Pradesh,Bagpat,2.2134023849766966,36905
1997 - 2000,Uttar Pradesh,Banda,2.2479494533489577,45584
1997 - 2000,Uttar Pradesh,Barabanki,2.2425609477559503,54787
1997 - 2000,Uttar Pradesh,Bareilly,2.4032311719221617,110422
1997 - 2000,Uttar Pradesh,Bijnor,2.319346086766136,89911
1997 - 2000,Uttar Pradesh,Bulandshahr,2.3820330492605613,67031
1997 - 2000,Uttar Pradesh,Chitrakoot,2.151206946296888,25190
1997 - 2000,Uttar Pradesh,Etah,2.208667454821786,71493
1997 - 2000,Uttar Pradesh,Etawah,2.1772879756031083,35795
1997 - 2000,Uttar Pradesh,Faizabad,2.28880016010923,49432
1997 - 2000,Uttar Pradesh,Farrukhabad,2.1571529565490435,37683
1997 - 2000,Uttar Pradesh,Fatehpur,2.27504677680761,44795
1997 - 2000,Uttar Pradesh,Firozabad,2.2302337536164822,56244
1997 - 2000,Uttar Pradesh,Gautam Buddh Nagar,2.4492203285175647,174517
1997 - 2000,Uttar Pradesh,Ghaziabad,2.51532834296136,135637
1997 - 2000,Uttar Pradesh,Hamirpur,2.2726003857619665,29935
1997 - 2000,Uttar Pradesh,Hardoi,2.3268418914104676,86448
1997 - 2000,Uttar Pradesh,Hathras,2.2914393799552433,34608
1997 - 2000,Uttar Pradesh,Jalaun,2.138122068013539,33279
1997 - 2000,Uttar Pradesh,Jhansi,2.206030150625657,60022
1997 - 2000,Uttar Pradesh,Kannauj,2.1309603941417232,29368
1997 - 2000,Uttar Pradesh,Kanpur Rural,2.064312870873453,45896
1997 - 2000,Uttar Pradesh,Kanpur Urban,2.7252839097886445,112091
1997 - 2000,Uttar Pradesh,Kaushambi,2.2104884137757264,20209
1997 - 2000,Uttar Pradesh,Kheri,2.2890907024502347,63558
1997 - 2000,Uttar Pradesh,Lalitpur,2.3423342643209266,30232
1997 - 2000,Uttar Pradesh,Lucknow,2.5144723080327984,187072
1997 - 2000,Uttar Pradesh,Mahoba,2.2415403754406538,25930
1997 - 2000,Uttar Pradesh,Mainpuri,2.2336743405774477,37651
1997 - 2000,Uttar Pradesh,Mathura,2.4585510623919085,89820
1997 - 2000,Uttar Pradesh,Mau,2.042721252756936,32899
1997 - 2000,Uttar Pradesh,Meerut,2.304482084075902,104209
1997 - 2000,Uttar Pradesh,Moradabad,2.386488247190477,90414
1997 - 2000,Uttar Pradesh,Muzaffarnagar,2.447641366516919,102659
1997 - 2000,Uttar Pradesh,Pilibhit,2.3947315104542217,46485
1997 - 2000,Uttar Pradesh,Pratapgarh,2.5095397938453607,75059
1997 - 2000,Uttar Pradesh,Rae Bareli,2.169520821498837,64822
1997 - 2000,Uttar Pradesh,Rampur,2.3358322847722484,53815
1997 - 2000,Uttar Pradesh,Saharanpur,2.427647293566271,108610
1997 - 2000,Uttar Pradesh,Shahjahanpur,2.238230220346936,68342
1997 - 2000,Uttar Pradesh,Sitapur,2.4392459676670266,108420
1997 - 2000,Uttar Pradesh,Sultanpur,2.3114622770104534,98650
1997 - 2000,Uttar Pradesh,Unnao,2.323251405570684,82481
1997 - 2000,Uttarakhand,Bageshwar,1.90875599375,15545
1997 - 2000,Uttarakhand,Chamoli,1.9282831244999998,44228
1997 - 2000,Uttarakhand,Dehradun,2.7471030915970367,126362
1997 - 2000,Uttarakhand,Haridwar,2.452936178466904,79006
1997 - 2000,Uttarakhand,Nainital,2.4336988896345866,83891
1997 - 2000,Uttarakhand,Pauri Garhwal,2.0007420965,44264
1997 - 2000,Uttarakhand,Udham Singh Nagar,2.322015959646339,96277
1997 - 2000,Uttarakhand,Uttarkashi,2.1215970084999998,23178
